Function,Algorithm,Run,Fitness
Six-Hump Camel,EDCBO-Fixed,15,-2.154638e-01
Six-Hump Camel,EDCBO-Fixed,16,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,17,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,18,-2.154638e-01
Six-Hump Camel,EDCBO-Fixed,19,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,20,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,21,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,22,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,23,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,24,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,25,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,26,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,27,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,28,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,29,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,30,-1.031628e+00
Levy,Random,1,1.215622e+02
Levy,Random,2,1.159367e+02
Levy,Random,3,9.452759e+01
Levy,Random,4,1.084410e+02
Levy,Random,5,1.185372e+02
Levy,Random,6,1.170453e+02
Levy,Random,7,1.086444e+02
Levy,Random,8,9.775871e+01
Levy,Random,9,9.996328e+01
Levy,Random,10,1.093388e+02
Levy,Random,11,1.153056e+02
Levy,Random,12,8.300741e+01
Levy,Random,13,1.151545e+02
Levy,Random,14,1.178249e+02
Levy,Random,15,1.262791e+02
Levy,Random,16,1.162225e+02
Levy,Random,17,1.058588e+02
Levy,Random,18,1.166849e+02
Levy,Random,19,1.178152e+02
Levy,Random,20,9.710542e+01
Levy,Random,21,1.218807e+02
Levy,Random,22,1.114280e+02
Levy,Random,23,1.002382e+02
Levy,Random,24,9.845375e+01
Levy,Random,25,1.256889e+02
Levy,Random,26,1.129120e+02
Levy,Random,27,1.139996e+02
Levy,Random,28,9.942318e+01
Levy,Random,29,1.125284e+02
Levy,Random,30,1.004137e+02
Levy,PSO,1,1.790565e-01
Levy,PSO,2,4.543240e-01
Levy,PSO,3,5.438523e-01
Levy,PSO,4,2.450655e+00
Levy,PSO,5,2.271599e+00
Levy,PSO,6,8.952825e-02
Levy,PSO,7,2.714478e-20
Levy,PSO,8,1.727747e+00
Levy,PSO,9,1.790565e-01
Levy,PSO,10,5.438523e-01
Levy,PSO,11,8.952825e-02
Levy,PSO,12,2.389232e-19
Levy,PSO,13,2.725923e+00
Levy,PSO,14,8.952825e-02
Levy,PSO,15,1.817296e+00
Levy,PSO,16,3.282015e-22
Levy,PSO,17,9.981763e-01
Levy,PSO,18,2.685848e-01
Levy,PSO,19,6.333805e-01
Levy,PSO,20,2.271599e+00
Levy,PSO,21,6.333805e-01
Levy,PSO,22,2.996968e+00
Levy,PSO,23,3.016659e-21
Levy,PSO,24,5.438523e-01
Levy,PSO,25,8.952825e-02
Levy,PSO,26,9.981763e-01
Levy,PSO,27,7.229088e-01
Levy,PSO,28,1.326836e-21
Levy,PSO,29,1.087705e+00
Levy,PSO,30,2.112827e-18
Levy,GWO,1,1.454696e+00
Levy,GWO,2,1.355166e+00
Levy,GWO,3,9.972115e-01
Levy,GWO,4,1.361754e+00
Levy,GWO,5,8.959597e-01
Levy,GWO,6,1.272872e+00
Levy,GWO,7,1.084293e+00
Levy,GWO,8,7.280943e-01
Levy,GWO,9,9.995397e-01
Levy,GWO,10,1.088767e+00
Levy,GWO,11,1.001051e+00
Levy,GWO,12,1.179472e+00
Levy,GWO,13,1.268289e+00
Levy,GWO,14,1.179453e+00
Levy,GWO,15,1.177152e+00
Levy,GWO,16,1.182116e+00
Levy,GWO,17,1.364268e+00
Levy,GWO,18,1.270093e+00
Levy,GWO,19,1.088174e+00
Levy,GWO,20,1.456007e+00
Levy,GWO,21,1.543678e+00
Levy,GWO,22,1.035135e+00
Levy,GWO,23,1.763300e+00
Levy,GWO,24,9.950709e-01
Levy,GWO,25,8.514725e-01
Levy,GWO,26,1.176213e+00
Levy,GWO,27,1.093254e+00
Levy,GWO,28,1.486134e+00
Levy,GWO,29,1.213964e+00
Levy,GWO,30,1.543304e+00
Levy,WOA,1,5.576399e-02
Levy,WOA,2,2.114769e-01
Levy,WOA,3,1.487088e-02
Levy,WOA,4,9.395762e-02
Levy,WOA,5,1.691860e-01
Levy,WOA,6,1.302539e-01
Levy,WOA,7,3.421756e-01
Levy,WOA,8,1.123969e-01
Levy,WOA,9,5.590643e-01
Levy,WOA,10,1.484645e-01
Levy,WOA,11,1.045072e-01
Levy,WOA,12,2.134928e-01
Levy,WOA,13,9.791106e-02
Levy,WOA,14,1.162085e+00
Levy,WOA,15,2.042765e-01
Levy,WOA,16,8.452369e-02
Levy,WOA,17,1.649553e-02
Levy,WOA,18,1.217435e-01
Levy,WOA,19,1.273901e-01
Levy,WOA,20,1.855674e-01
Levy,WOA,21,2.031128e-01
Levy,WOA,22,7.947681e-03
Levy,WOA,23,1.625486e-02
Levy,WOA,24,1.688709e-01
Levy,WOA,25,1.505207e-01
Levy,WOA,26,4.473239e-01
Levy,WOA,27,1.063170e-01
Levy,WOA,28,1.036127e-01
Levy,WOA,29,1.127220e+00
Levy,WOA,30,1.554825e-01
Levy,CBO,1,2.912996e+00
Levy,CBO,2,3.104506e+00
Levy,CBO,3,3.209708e+00
Levy,CBO,4,3.127542e+00
Levy,CBO,5,3.126316e+00
Levy,CBO,6,3.183522e+00
Levy,CBO,7,3.076480e+00
Levy,CBO,8,3.118513e+00
Levy,CBO,9,3.246849e+00
Levy,CBO,10,3.161783e+00
Levy,CBO,11,3.140538e+00
Levy,CBO,12,3.204798e+00
Levy,CBO,13,3.167721e+00
Levy,CBO,14,2.943791e+00
Levy,CBO,15,3.246699e+00
Levy,CBO,16,3.204722e+00
Levy,CBO,17,3.135453e+00
Levy,CBO,18,3.251072e+00
Levy,CBO,19,2.983560e+00
Levy,CBO,20,2.994975e+00
Levy,CBO,21,2.865774e+00
Levy,CBO,22,3.195937e+00
Levy,CBO,23,3.253463e+00
Levy,CBO,24,2.346223e+00
Levy,CBO,25,3.178883e+00
Levy,CBO,26,3.212050e+00
Levy,CBO,27,3.246072e+00
Levy,CBO,28,3.141506e+00
Levy,CBO,29,2.594443e+00
Levy,CBO,30,3.259454e+00
Levy,ICBO,1,2.885300e+00
Levy,ICBO,2,3.008995e+00
Levy,ICBO,3,3.087218e+00
Levy,ICBO,4,3.235570e+00
Levy,ICBO,5,2.871217e+00
Levy,ICBO,6,3.155690e+00
Levy,ICBO,7,2.783091e+00
Levy,ICBO,8,1.263890e+01
Levy,ICBO,9,3.249875e+00
Levy,ICBO,10,3.246456e+00
Levy,ICBO,11,1.831685e+01
Levy,ICBO,12,3.227777e+00
Levy,ICBO,13,3.259192e+00
Levy,ICBO,14,3.337471e+01
Levy,ICBO,15,2.830335e+00
Levy,ICBO,16,3.250463e+00
Levy,ICBO,17,2.910559e+00
Levy,ICBO,18,3.154163e+00
Levy,ICBO,19,3.035007e+00
Levy,ICBO,20,3.152313e+00
Levy,ICBO,21,2.662075e+00
Levy,ICBO,22,3.250298e+00
Levy,ICBO,23,2.686154e+01
Levy,ICBO,24,3.051846e+00
Levy,ICBO,25,3.259488e+00
Levy,ICBO,26,3.223187e+00
Levy,ICBO,27,2.851199e+00
Levy,ICBO,28,2.859568e+00
Levy,ICBO,29,3.199030e+00
Levy,ICBO,30,3.059131e+00
Levy,ICBO-Enhanced,1,3.160902e+00
Levy,ICBO-Enhanced,2,3.193618e+00
Levy,ICBO-Enhanced,3,3.125459e+00
Levy,ICBO-Enhanced,4,3.237363e+00
Levy,ICBO-Enhanced,5,2.930461e+00
Levy,ICBO-Enhanced,6,3.252461e+00
Levy,ICBO-Enhanced,7,3.167773e+00
Levy,ICBO-Enhanced,8,3.116857e+00
Levy,ICBO-Enhanced,9,3.237465e+00
Levy,ICBO-Enhanced,10,3.208494e+00
Levy,ICBO-Enhanced,11,3.211865e+00
Levy,ICBO-Enhanced,12,3.238117e+00
Levy,ICBO-Enhanced,13,3.189954e+00
Levy,ICBO-Enhanced,14,3.169438e+00
Levy,ICBO-Enhanced,15,2.986971e+00
Levy,ICBO-Enhanced,16,3.061873e+00
Levy,ICBO-Enhanced,17,3.190611e+00
Levy,ICBO-Enhanced,18,3.238365e+00
Levy,ICBO-Enhanced,19,3.211609e+00
Levy,ICBO-Enhanced,20,2.814559e+00
Levy,ICBO-Enhanced,21,3.094936e+00
Levy,ICBO-Enhanced,22,3.254370e+00
Levy,ICBO-Enhanced,23,2.729461e+00
Levy,ICBO-Enhanced,24,3.182653e+00
Levy,ICBO-Enhanced,25,3.210755e+00
Levy,ICBO-Enhanced,26,2.866757e+00
Levy,ICBO-Enhanced,27,3.151574e+00
Levy,ICBO-Enhanced,28,3.152840e+00
Levy,ICBO-Enhanced,29,3.238888e+00
Levy,ICBO-Enhanced,30,3.203963e+00
Levy,EDCBO-Fixed,1,6.368002e+01
Levy,EDCBO-Fixed,2,3.952035e+01
Levy,EDCBO-Fixed,3,2.834207e+01
Levy,EDCBO-Fixed,4,1.588516e+01
Levy,EDCBO-Fixed,5,3.458777e+01
Levy,EDCBO-Fixed,6,5.696533e+01
Levy,EDCBO-Fixed,7,4.725219e+01
Levy,EDCBO-Fixed,8,4.329499e+01
Levy,EDCBO-Fixed,9,4.295370e+01
Levy,EDCBO-Fixed,10,3.845640e+01
Levy,EDCBO-Fixed,11,4.795456e+01
Levy,EDCBO-Fixed,12,5.365801e+01
Levy,EDCBO-Fixed,13,4.691187e+01
Levy,EDCBO-Fixed,14,7.299595e+01
Levy,EDCBO-Fixed,15,4.353596e+01
Levy,EDCBO-Fixed,16,5.487692e+01
Levy,EDCBO-Fixed,17,3.206506e+01
Levy,EDCBO-Fixed,18,4.270827e+01
Levy,EDCBO-Fixed,19,5.150055e+01
Levy,EDCBO-Fixed,20,2.037386e+01
Levy,EDCBO-Fixed,21,4.977278e+01
Levy,EDCBO-Fixed,22,3.635336e+01
Levy,EDCBO-Fixed,23,5.494423e+01
Levy,EDCBO-Fixed,24,4.969901e+01
Levy,EDCBO-Fixed,25,4.010033e+01
Levy,EDCBO-Fixed,26,3.206863e+01
Levy,EDCBO-Fixed,27,4.553212e+01
Levy,EDCBO-Fixed,28,6.170684e+01
Levy,EDCBO-Fixed,29,2.347558e+01
Levy,EDCBO-Fixed,30,2.063682e+01
Dixon-Price,Random,1,6.473671e+05
Dixon-Price,Random,2,4.461472e+05
Dixon-Price,Random,3,8.388483e+05
Dixon-Price,Random,4,6.994665e+05
Dixon-Price,Random,5,6.367247e+05
Dixon-Price,Random,6,5.649764e+05
Dixon-Price,Random,7,6.165868e+05
Dixon-Price,Random,8,7.572218e+05
Dixon-Price,Random,9,7.089970e+05
Dixon-Price,Random,10,6.359479e+05
Dixon-Price,Random,11,7.057264e+05
Dixon-Price,Random,12,5.953936e+05
Dixon-Price,Random,13,2.298975e+05
Dixon-Price,Random,14,6.901503e+05
Dixon-Price,Random,15,4.853685e+05
Dixon-Price,Random,16,7.893641e+05
Dixon-Price,Random,17,5.409654e+05
Dixon-Price,Random,18,5.868069e+05
Dixon-Price,Random,19,5.758202e+05
Dixon-Price,Random,20,5.380952e+05
Dixon-Price,Random,21,6.351329e+05
Dixon-Price,Random,22,4.521016e+05
Dixon-Price,Random,23,6.561025e+05
Dixon-Price,Random,24,5.764687e+05
Dixon-Price,Random,25,5.511955e+05
Dixon-Price,Random,26,7.531154e+05
Dixon-Price,Random,27,6.659305e+05
Dixon-Price,Random,28,6.201022e+05
Dixon-Price,Random,29,5.429385e+05
Dixon-Price,Random,30,5.389910e+05
Dixon-Price,PSO,1,3.210000e+02
Dixon-Price,PSO,2,6.666667e-01
Dixon-Price,PSO,3,6.666667e-01
Dixon-Price,PSO,4,6.666667e-01
Dixon-Price,PSO,5,6.666667e-01
Dixon-Price,PSO,6,3.210000e+02
Dixon-Price,PSO,7,6.666667e-01
Dixon-Price,PSO,8,6.666667e-01
Dixon-Price,PSO,9,6.666667e-01
Dixon-Price,PSO,10,6.666667e-01
Dixon-Price,PSO,11,6.666667e-01
Dixon-Price,PSO,12,6.666667e-01
Dixon-Price,PSO,13,8.240590e+01
Dixon-Price,PSO,14,3.210000e+02
Dixon-Price,PSO,15,6.666667e-01
Dixon-Price,PSO,16,6.666667e-01
Dixon-Price,PSO,17,6.666667e-01
Dixon-Price,PSO,18,6.666667e-01
Dixon-Price,PSO,19,6.666667e-01
Dixon-Price,PSO,20,6.666667e-01
Dixon-Price,PSO,21,6.666667e-01
Dixon-Price,PSO,22,6.666667e-01
Dixon-Price,PSO,23,6.666667e-01
Dixon-Price,PSO,24,6.666667e-01
Dixon-Price,PSO,25,8.265427e+01
Dixon-Price,PSO,26,6.666667e-01
Dixon-Price,PSO,27,6.666667e-01
Dixon-Price,PSO,28,8.513254e+01
Dixon-Price,PSO,29,6.666667e-01
Dixon-Price,PSO,30,6.666667e-01
Dixon-Price,GWO,1,6.666680e-01
Dixon-Price,GWO,2,6.666694e-01
Dixon-Price,GWO,3,6.666675e-01
Dixon-Price,GWO,4,6.666673e-01
Dixon-Price,GWO,5,6.666674e-01
Dixon-Price,GWO,6,6.666676e-01
Dixon-Price,GWO,7,6.666674e-01
Dixon-Price,GWO,8,6.666681e-01
Dixon-Price,GWO,9,6.666682e-01
Dixon-Price,GWO,10,6.666677e-01
Dixon-Price,GWO,11,6.666674e-01
Dixon-Price,GWO,12,6.666675e-01
Dixon-Price,GWO,13,6.666674e-01
Dixon-Price,GWO,14,6.667307e-01
Dixon-Price,GWO,15,6.666673e-01
Dixon-Price,GWO,16,6.666679e-01
Dixon-Price,GWO,17,6.666674e-01
Dixon-Price,GWO,18,6.666679e-01
Dixon-Price,GWO,19,6.666673e-01
Dixon-Price,GWO,20,6.666673e-01
Dixon-Price,GWO,21,6.666673e-01
Dixon-Price,GWO,22,6.666674e-01
Dixon-Price,GWO,23,6.666677e-01
Dixon-Price,GWO,24,6.666688e-01
Dixon-Price,GWO,25,6.666675e-01
Dixon-Price,GWO,26,6.667617e-01
Dixon-Price,GWO,27,6.666674e-01
Dixon-Price,GWO,28,6.666670e-01
Dixon-Price,GWO,29,6.666672e-01
Dixon-Price,GWO,30,6.666670e-01
Dixon-Price,WOA,1,6.666671e-01
Dixon-Price,WOA,2,6.668044e-01
Dixon-Price,WOA,3,6.667824e-01
Dixon-Price,WOA,4,6.671081e-01
Dixon-Price,WOA,5,6.666791e-01
Dixon-Price,WOA,6,6.668051e-01
Dixon-Price,WOA,7,6.668004e-01
Dixon-Price,WOA,8,6.666889e-01
Dixon-Price,WOA,9,6.667043e-01
Dixon-Price,WOA,10,6.672995e-01
Dixon-Price,WOA,11,6.667492e-01
Dixon-Price,WOA,12,6.668220e-01
Dixon-Price,WOA,13,6.667168e-01
Dixon-Price,WOA,14,6.666735e-01
Dixon-Price,WOA,15,6.667746e-01
Dixon-Price,WOA,16,6.667135e-01
Dixon-Price,WOA,17,6.667164e-01
Dixon-Price,WOA,18,6.669361e-01
Dixon-Price,WOA,19,6.668764e-01
Dixon-Price,WOA,20,6.667589e-01
Dixon-Price,WOA,21,6.667862e-01
Dixon-Price,WOA,22,6.667376e-01
Dixon-Price,WOA,23,6.667618e-01
Dixon-Price,WOA,24,6.667913e-01
Dixon-Price,WOA,25,6.668055e-01
Dixon-Price,WOA,26,6.672385e-01
Dixon-Price,WOA,27,6.668989e-01
Dixon-Price,WOA,28,6.667948e-01
Dixon-Price,WOA,29,6.667186e-01
Dixon-Price,WOA,30,6.667357e-01
Dixon-Price,CBO,1,9.755545e-01
Dixon-Price,CBO,2,9.947946e-01
Dixon-Price,CBO,3,9.869254e-01
Dixon-Price,CBO,4,9.978705e-01
Dixon-Price,CBO,5,9.913009e-01
Dixon-Price,CBO,6,9.824383e-01
Dixon-Price,CBO,7,9.695136e-01
Dixon-Price,CBO,8,9.938645e-01
Dixon-Price,CBO,9,9.852376e-01
Dixon-Price,CBO,10,9.991086e-01
Dixon-Price,CBO,11,9.946687e-01
Dixon-Price,CBO,12,9.999816e-01
Dixon-Price,CBO,13,9.989733e-01
Dixon-Price,CBO,14,9.944399e-01
Dixon-Price,CBO,15,9.997017e-01
Dixon-Price,CBO,16,9.898667e-01
Dixon-Price,CBO,17,9.870303e-01
Dixon-Price,CBO,18,9.964592e-01
Dixon-Price,CBO,19,9.981891e-01
Dixon-Price,CBO,20,9.854951e-01
Dixon-Price,CBO,21,9.992860e-01
Dixon-Price,CBO,22,9.996174e-01
Dixon-Price,CBO,23,9.999731e-01
Dixon-Price,CBO,24,9.990510e-01
Dixon-Price,CBO,25,9.991475e-01
Dixon-Price,CBO,26,9.954401e-01
Dixon-Price,CBO,27,9.797285e-01
Dixon-Price,CBO,28,9.900421e-01
Dixon-Price,CBO,29,9.992422e-01
Dixon-Price,CBO,30,9.997453e-01
Dixon-Price,ICBO,1,9.883028e-01
Dixon-Price,ICBO,2,9.948757e-01
Dixon-Price,ICBO,3,9.949009e-01
Dixon-Price,ICBO,4,9.900161e-01
Dixon-Price,ICBO,5,9.953498e-01
Dixon-Price,ICBO,6,9.978077e-01
Dixon-Price,ICBO,7,9.798281e-01
Dixon-Price,ICBO,8,9.902636e-01
Dixon-Price,ICBO,9,9.894477e-01
Dixon-Price,ICBO,10,9.880268e-01
Dixon-Price,ICBO,11,9.951620e-01
Dixon-Price,ICBO,12,9.863904e-01
Dixon-Price,ICBO,13,9.934575e-01
Dixon-Price,ICBO,14,9.629363e-01
Dixon-Price,ICBO,15,9.984151e-01
Dixon-Price,ICBO,16,9.998324e-01
Dixon-Price,ICBO,17,9.890396e-01
Dixon-Price,ICBO,18,9.999304e-01
Dixon-Price,ICBO,19,9.875992e-01
Dixon-Price,ICBO,20,9.784312e-01
Dixon-Price,ICBO,21,9.993316e-01
Dixon-Price,ICBO,22,9.874753e-01
Dixon-Price,ICBO,23,9.862895e-01
Dixon-Price,ICBO,24,9.962962e-01
Dixon-Price,ICBO,25,9.954352e-01
Dixon-Price,ICBO,26,9.936470e-01
Dixon-Price,ICBO,27,9.712847e-01
Dixon-Price,ICBO,28,9.802697e-01
Dixon-Price,ICBO,29,9.943324e-01
Dixon-Price,ICBO,30,9.995356e-01
Dixon-Price,ICBO-Enhanced,1,9.879795e-01
Dixon-Price,ICBO-Enhanced,2,9.998813e-01
Dixon-Price,ICBO-Enhanced,3,9.924350e-01
Dixon-Price,ICBO-Enhanced,4,9.851051e-01
Dixon-Price,ICBO-Enhanced,5,9.896829e-01
Dixon-Price,ICBO-Enhanced,6,9.876801e-01
Dixon-Price,ICBO-Enhanced,7,9.985523e-01
Dixon-Price,ICBO-Enhanced,8,9.697417e-01
Dixon-Price,ICBO-Enhanced,9,9.567139e-01
Dixon-Price,ICBO-Enhanced,10,9.887071e-01
Dixon-Price,ICBO-Enhanced,11,9.849280e-01
Dixon-Price,ICBO-Enhanced,12,9.986979e-01
Dixon-Price,ICBO-Enhanced,13,9.859534e-01
Dixon-Price,ICBO-Enhanced,14,9.998308e-01
Dixon-Price,ICBO-Enhanced,15,9.949259e-01
Dixon-Price,ICBO-Enhanced,16,9.999737e-01
Dixon-Price,ICBO-Enhanced,17,9.790622e-01
Dixon-Price,ICBO-Enhanced,18,9.998477e-01
Dixon-Price,ICBO-Enhanced,19,9.932830e-01
Dixon-Price,ICBO-Enhanced,20,9.998016e-01
Dixon-Price,ICBO-Enhanced,21,9.981634e-01
Dixon-Price,ICBO-Enhanced,22,9.953069e-01
Dixon-Price,ICBO-Enhanced,23,9.936195e-01
Dixon-Price,ICBO-Enhanced,24,9.929228e-01
Dixon-Price,ICBO-Enhanced,25,9.987186e-01
Dixon-Price,ICBO-Enhanced,26,9.984082e-01
Dixon-Price,ICBO-Enhanced,27,9.741423e-01
Dixon-Price,ICBO-Enhanced,28,9.903166e-01
Dixon-Price,ICBO-Enhanced,29,9.832897e-01
Dixon-Price,ICBO-Enhanced,30,9.936839e-01
Dixon-Price,EDCBO-Fixed,1,6.666763e-01
Dixon-Price,EDCBO-Fixed,2,6.666825e-01
Dixon-Price,EDCBO-Fixed,3,6.666796e-01
Dixon-Price,EDCBO-Fixed,4,6.669045e-01
Dixon-Price,EDCBO-Fixed,5,6.666727e-01
Dixon-Price,EDCBO-Fixed,6,6.666786e-01
Dixon-Price,EDCBO-Fixed,7,6.666788e-01
Dixon-Price,EDCBO-Fixed,8,3.166073e-04
Dixon-Price,EDCBO-Fixed,9,6.666787e-01
Dixon-Price,EDCBO-Fixed,10,3.281289e-04
Dixon-Price,EDCBO-Fixed,11,6.666768e-01
Dixon-Price,EDCBO-Fixed,12,7.532504e-04
Dixon-Price,EDCBO-Fixed,13,6.669001e-01
Dixon-Price,EDCBO-Fixed,14,6.153380e-04
Dixon-Price,EDCBO-Fixed,15,6.666744e-01
Dixon-Price,EDCBO-Fixed,16,6.667577e-01
Dixon-Price,EDCBO-Fixed,17,6.666836e-01
Dixon-Price,EDCBO-Fixed,18,6.667010e-01
Dixon-Price,EDCBO-Fixed,19,6.666912e-01
Dixon-Price,EDCBO-Fixed,20,6.666698e-01
Dixon-Price,EDCBO-Fixed,21,6.666746e-01
Dixon-Price,EDCBO-Fixed,22,6.944746e-04
Dixon-Price,EDCBO-Fixed,23,6.666864e-01
Dixon-Price,EDCBO-Fixed,24,2.929508e-04
Dixon-Price,EDCBO-Fixed,25,6.667153e-01
Dixon-Price,EDCBO-Fixed,26,6.666740e-01
Dixon-Price,EDCBO-Fixed,27,2.626885e-04
Dixon-Price,EDCBO-Fixed,28,6.666902e-01
Dixon-Price,EDCBO-Fixed,29,6.666844e-01
Dixon-Price,EDCBO-Fixed,30,6.666735e-01
Michalewicz,Random,1,-9.525179e+00
Michalewicz,Random,2,-9.175412e+00
Michalewicz,Random,3,-9.286531e+00
Michalewicz,Random,4,-9.139253e+00
Michalewicz,Random,5,-9.363746e+00
Michalewicz,Random,6,-9.957779e+00
Michalewicz,Random,7,-9.458175e+00
Michalewicz,Random,8,-9.076371e+00
Michalewicz,Random,9,-9.668662e+00
Michalewicz,Random,10,-9.498629e+00
Michalewicz,Random,11,-8.888591e+00
Michalewicz,Random,12,-9.140379e+00
Michalewicz,Random,13,-9.019809e+00
Michalewicz,Random,14,-1.052225e+01
Michalewicz,Random,15,-1.110836e+01
Michalewicz,Random,16,-9.289961e+00
Michalewicz,Random,17,-9.485369e+00
Michalewicz,Random,18,-1.044510e+01
Michalewicz,Random,19,-9.522200e+00
Michalewicz,Random,20,-9.117332e+00
Michalewicz,Random,21,-9.687152e+00
Michalewicz,Random,22,-9.911425e+00
Michalewicz,Random,23,-8.745683e+00
Michalewicz,Random,24,-9.018583e+00
Michalewicz,Random,25,-9.482464e+00
Michalewicz,Random,26,-9.151028e+00
Michalewicz,Random,27,-9.416932e+00
Michalewicz,Random,28,-9.427412e+00
Michalewicz,Random,29,-9.289806e+00
Michalewicz,Random,30,-9.162784e+00
Michalewicz,PSO,1,-2.494608e+01
Michalewicz,PSO,2,-2.178874e+01
Michalewicz,PSO,3,-2.423827e+01
Michalewicz,PSO,4,-2.510995e+01
Michalewicz,PSO,5,-2.237458e+01
Michalewicz,PSO,6,-2.548455e+01
Michalewicz,PSO,7,-2.303889e+01
Michalewicz,PSO,8,-2.447872e+01
Michalewicz,PSO,9,-2.506767e+01
Michalewicz,PSO,10,-2.512690e+01
Michalewicz,PSO,11,-2.431077e+01
Michalewicz,PSO,12,-2.481569e+01
Michalewicz,PSO,13,-2.385146e+01
Michalewicz,PSO,14,-2.649283e+01
Michalewicz,PSO,15,-2.519114e+01
Michalewicz,PSO,16,-2.433465e+01
Michalewicz,PSO,17,-2.594887e+01
Michalewicz,PSO,18,-2.303486e+01
Michalewicz,PSO,19,-2.229576e+01
Michalewicz,PSO,20,-2.472656e+01
Michalewicz,PSO,21,-2.499375e+01
Michalewicz,PSO,22,-2.488664e+01
Michalewicz,PSO,23,-2.156685e+01
Michalewicz,PSO,24,-2.562214e+01
Michalewicz,PSO,25,-2.583542e+01
Michalewicz,PSO,26,-2.518706e+01
Michalewicz,PSO,27,-2.548376e+01
Michalewicz,PSO,28,-2.226887e+01
Michalewicz,PSO,29,-2.491598e+01
Michalewicz,PSO,30,-2.516998e+01
Michalewicz,GWO,1,-9.365355e+00
Michalewicz,GWO,2,-9.819340e+00
Michalewicz,GWO,3,-8.235949e+00
Michalewicz,GWO,4,-1.065272e+01
Michalewicz,GWO,5,-8.768899e+00
Michalewicz,GWO,6,-1.065288e+01
Michalewicz,GWO,7,-1.072152e+01
Michalewicz,GWO,8,-9.641668e+00
Michalewicz,GWO,9,-9.868346e+00
Michalewicz,GWO,10,-1.931153e+01
Michalewicz,GWO,11,-1.666982e+01
Michalewicz,GWO,12,-9.121868e+00
Michalewicz,GWO,13,-1.712037e+01
Michalewicz,GWO,14,-1.853870e+01
Michalewicz,GWO,15,-1.695412e+01
Michalewicz,GWO,16,-9.355585e+00
Michalewicz,GWO,17,-9.032239e+00
Michalewicz,GWO,18,-1.963151e+01
Michalewicz,GWO,19,-9.627377e+00
Michalewicz,GWO,20,-2.135257e+01
Michalewicz,GWO,21,-1.913276e+01
Michalewicz,GWO,22,-1.004103e+01
Michalewicz,GWO,23,-1.056977e+01
Michalewicz,GWO,24,-1.472446e+01
Michalewicz,GWO,25,-9.924972e+00
Michalewicz,GWO,26,-8.492484e+00
Michalewicz,GWO,27,-9.445076e+00
Michalewicz,GWO,28,-8.615304e+00
Michalewicz,GWO,29,-1.914312e+01
Michalewicz,GWO,30,-1.208016e+01
Michalewicz,WOA,1,-1.257483e+01
Michalewicz,WOA,2,-1.255348e+01
Michalewicz,WOA,3,-1.147755e+01
Michalewicz,WOA,4,-1.487150e+01
Michalewicz,WOA,5,-1.307105e+01
Michalewicz,WOA,6,-1.419529e+01
Michalewicz,WOA,7,-1.279830e+01
Michalewicz,WOA,8,-1.103125e+01
Michalewicz,WOA,9,-1.353929e+01
Michalewicz,WOA,10,-9.178348e+00
Michalewicz,WOA,11,-1.051831e+01
Michalewicz,WOA,12,-1.360271e+01
Michalewicz,WOA,13,-1.293144e+01
Michalewicz,WOA,14,-1.217918e+01
Michalewicz,WOA,15,-1.224063e+01
Michalewicz,WOA,16,-1.230037e+01
Michalewicz,WOA,17,-1.287741e+01
Michalewicz,WOA,18,-8.828776e+00
Michalewicz,WOA,19,-1.029402e+01
Michalewicz,WOA,20,-1.454144e+01
Michalewicz,WOA,21,-1.263005e+01
Michalewicz,WOA,22,-1.064089e+01
Michalewicz,WOA,23,-1.167249e+01
Michalewicz,WOA,24,-1.216828e+01
Michalewicz,WOA,25,-1.157523e+01
Michalewicz,WOA,26,-1.381461e+01
Michalewicz,WOA,27,-1.068871e+01
Michalewicz,WOA,28,-1.269145e+01
Michalewicz,WOA,29,-1.229056e+01
Michalewicz,WOA,30,-1.011040e+01
Michalewicz,CBO,1,-9.980990e+00
Michalewicz,CBO,2,-9.117691e+00
Michalewicz,CBO,3,-1.104797e+01
Michalewicz,CBO,4,-9.515539e+00
Michalewicz,CBO,5,-8.539448e+00
Michalewicz,CBO,6,-9.260832e+00
Michalewicz,CBO,7,-9.684826e+00
Michalewicz,CBO,8,-9.971849e+00
Michalewicz,CBO,9,-1.016326e+01
Michalewicz,CBO,10,-7.617604e+00
Michalewicz,CBO,11,-9.512710e+00
Michalewicz,CBO,12,-8.545920e+00
Michalewicz,CBO,13,-9.504213e+00
Michalewicz,CBO,14,-8.861016e+00
Michalewicz,CBO,15,-1.101839e+01
Michalewicz,CBO,16,-9.541545e+00
Michalewicz,CBO,17,-9.958743e+00
Michalewicz,CBO,18,-9.214109e+00
Michalewicz,CBO,19,-9.349841e+00
