Function,Algorithm,Run,Fitness
Salomon,GWO,8,1.998733e-01
Salomon,GWO,9,1.998733e-01
Salomon,GWO,10,1.998733e-01
Salomon,GWO,11,1.998733e-01
Salomon,GWO,12,1.998733e-01
Salomon,GWO,13,9.987335e-02
Salomon,GWO,14,1.998733e-01
Salomon,GWO,15,9.987335e-02
Salomon,GWO,16,1.998733e-01
Salomon,GWO,17,1.998733e-01
Salomon,GWO,18,1.998733e-01
Salomon,GWO,19,9.987335e-02
Salomon,GWO,20,9.987335e-02
Salomon,GWO,21,1.998733e-01
Salomon,GWO,22,1.998733e-01
Salomon,GWO,23,1.998734e-01
Salomon,GWO,24,1.998733e-01
Salomon,GWO,25,1.998733e-01
Salomon,GWO,26,9.987335e-02
Salomon,GWO,27,1.998733e-01
Salomon,GWO,28,9.987335e-02
Salomon,GWO,29,1.998733e-01
Salomon,GWO,30,1.998733e-01
Salomon,WOA,1,9.987335e-02
Salomon,WOA,2,2.998733e-01
Salomon,WOA,3,1.998733e-01
Salomon,WOA,4,9.987335e-02
Salomon,WOA,5,9.987335e-02
Salomon,WOA,6,9.987335e-02
Salomon,WOA,7,9.987335e-02
Salomon,WOA,8,9.987335e-02
Salomon,WOA,9,9.987335e-02
Salomon,WOA,10,1.998733e-01
Salomon,WOA,11,1.998733e-01
Salomon,WOA,12,1.998733e-01
Salomon,WOA,13,9.987335e-02
Salomon,WOA,14,9.987335e-02
Salomon,WOA,15,1.998733e-01
Salomon,WOA,16,9.987335e-02
Salomon,WOA,17,9.987335e-02
Salomon,WOA,18,9.987335e-02
Salomon,WOA,19,9.987335e-02
Salomon,WOA,20,9.987335e-02
Salomon,WOA,21,9.987335e-02
Salomon,WOA,22,9.987335e-02
Salomon,WOA,23,9.987335e-02
Salomon,WOA,24,9.987335e-02
Salomon,WOA,25,4.161966e-107
Salomon,WOA,26,9.987335e-02
Salomon,WOA,27,1.998733e-01
Salomon,WOA,28,5.048118e-101
Salomon,WOA,29,9.987335e-02
Salomon,WOA,30,1.998733e-01
Salomon,CBO,1,2.355539e-01
Salomon,CBO,2,1.105644e-01
Salomon,CBO,3,1.725595e-01
Salomon,CBO,4,3.332074e-01
Salomon,CBO,5,4.673183e-01
Salomon,CBO,6,1.120112e-01
Salomon,CBO,7,4.906903e-01
Salomon,CBO,8,4.963566e-01
Salomon,CBO,9,2.393989e-01
Salomon,CBO,10,1.104991e-01
Salomon,CBO,11,1.772141e-01
Salomon,CBO,12,1.896739e-01
Salomon,CBO,13,1.912818e-01
Salomon,CBO,14,4.683020e-01
Salomon,CBO,15,4.585739e-01
Salomon,CBO,16,1.197382e-01
Salomon,CBO,17,1.498038e-01
Salomon,CBO,18,1.362477e-01
Salomon,CBO,19,1.479711e-01
Salomon,CBO,20,4.575604e-01
Salomon,CBO,21,2.392007e-01
Salomon,CBO,22,1.195035e-01
Salomon,CBO,23,2.224591e-01
Salomon,CBO,24,1.499064e-01
Salomon,CBO,25,1.490376e-01
Salomon,CBO,26,2.308821e-01
Salomon,CBO,27,1.725173e-01
Salomon,CBO,28,1.700631e-01
Salomon,CBO,29,4.879902e-01
Salomon,CBO,30,1.614458e-01
Salomon,ICBO,1,2.386935e-01
Salomon,ICBO,2,2.499631e-01
Salomon,ICBO,3,2.211611e-01
Salomon,ICBO,4,1.930069e-01
Salomon,ICBO,5,2.392868e-01
Salomon,ICBO,6,2.223072e-01
Salomon,ICBO,7,2.032757e-01
Salomon,ICBO,8,2.007206e-01
Salomon,ICBO,9,2.511017e-01
Salomon,ICBO,10,2.012638e-01
Salomon,ICBO,11,2.334766e-01
Salomon,ICBO,12,2.226505e-01
Salomon,ICBO,13,2.564581e-01
Salomon,ICBO,14,2.007701e-01
Salomon,ICBO,15,2.679832e-01
Salomon,ICBO,16,2.012074e-01
Salomon,ICBO,17,2.045058e-01
Salomon,ICBO,18,2.472038e-01
Salomon,ICBO,19,2.265245e-01
Salomon,ICBO,20,2.096757e-01
Salomon,ICBO,21,2.002097e-01
Salomon,ICBO,22,2.393240e-01
Salomon,ICBO,23,1.928226e-01
Salomon,ICBO,24,2.548835e-01
Salomon,ICBO,25,2.572384e-01
Salomon,ICBO,26,2.552820e-01
Salomon,ICBO,27,2.133145e-01
Salomon,ICBO,28,2.573244e-01
Salomon,ICBO,29,2.211986e-01
Salomon,ICBO,30,2.085846e-01
Salomon,ICBO-Enhanced,1,2.858415e-158
Salomon,ICBO-Enhanced,2,2.067552e-144
Salomon,ICBO-Enhanced,3,0.000000e+00
Salomon,ICBO-Enhanced,4,2.607687e-109
Salomon,ICBO-Enhanced,5,8.890571e-131
Salomon,ICBO-Enhanced,6,3.746741e-156
Salomon,ICBO-Enhanced,7,3.634514e-131
Salomon,ICBO-Enhanced,8,1.802313e-152
Salomon,ICBO-Enhanced,9,7.336944e-157
Salomon,ICBO-Enhanced,10,1.170989e-155
Salomon,ICBO-Enhanced,11,2.768270e-158
Salomon,ICBO-Enhanced,12,1.157977e-107
Salomon,ICBO-Enhanced,13,2.411190e-160
Salomon,ICBO-Enhanced,14,2.906127e-157
Salomon,ICBO-Enhanced,15,1.458696e-136
Salomon,ICBO-Enhanced,16,0.000000e+00
Salomon,ICBO-Enhanced,17,1.097855e-149
Salomon,ICBO-Enhanced,18,0.000000e+00
Salomon,ICBO-Enhanced,19,3.666695e-145
Salomon,ICBO-Enhanced,20,0.000000e+00
Salomon,ICBO-Enhanced,21,8.407022e-113
Salomon,ICBO-Enhanced,22,1.269672e-113
Salomon,ICBO-Enhanced,23,0.000000e+00
Salomon,ICBO-Enhanced,24,2.327113e-161
Salomon,ICBO-Enhanced,25,3.048423e-161
Salomon,ICBO-Enhanced,26,1.251536e-116
Salomon,ICBO-Enhanced,27,1.082395e-144
Salomon,ICBO-Enhanced,28,8.535765e-154
Salomon,ICBO-Enhanced,29,9.795711e-161
Salomon,ICBO-Enhanced,30,7.226118e-121
Salomon,EDCBO-Fixed,1,1.859987e+01
Salomon,EDCBO-Fixed,2,1.719987e+01
Salomon,EDCBO-Fixed,3,1.709987e+01
Salomon,EDCBO-Fixed,4,2.059987e+01
Salomon,EDCBO-Fixed,5,1.709987e+01
Salomon,EDCBO-Fixed,6,1.749987e+01
Salomon,EDCBO-Fixed,7,1.519987e+01
Salomon,EDCBO-Fixed,8,1.989987e+01
Salomon,EDCBO-Fixed,9,1.579987e+01
Salomon,EDCBO-Fixed,10,1.929987e+01
Salomon,EDCBO-Fixed,11,1.669987e+01
Salomon,EDCBO-Fixed,12,1.909987e+01
Salomon,EDCBO-Fixed,13,2.139987e+01
Salomon,EDCBO-Fixed,14,2.069987e+01
Salomon,EDCBO-Fixed,15,1.579987e+01
Salomon,EDCBO-Fixed,16,1.919987e+01
Salomon,EDCBO-Fixed,17,1.469987e+01
Salomon,EDCBO-Fixed,18,2.009987e+01
Salomon,EDCBO-Fixed,19,1.589987e+01
Salomon,EDCBO-Fixed,20,1.539987e+01
Salomon,EDCBO-Fixed,21,1.669987e+01
Salomon,EDCBO-Fixed,22,2.509987e+01
Salomon,EDCBO-Fixed,23,1.719987e+01
Salomon,EDCBO-Fixed,24,1.509987e+01
Salomon,EDCBO-Fixed,25,1.829987e+01
Salomon,EDCBO-Fixed,26,1.339987e+01
Salomon,EDCBO-Fixed,27,1.859987e+01
Salomon,EDCBO-Fixed,28,1.629987e+01
Salomon,EDCBO-Fixed,29,1.849987e+01
Salomon,EDCBO-Fixed,30,1.809987e+01
Xin-She Yang,Random,1,4.147215e-06
Xin-She Yang,Random,2,2.261361e-06
Xin-She Yang,Random,3,2.522560e-06
Xin-She Yang,Random,4,2.624117e-06
Xin-She Yang,Random,5,4.612010e-06
Xin-She Yang,Random,6,2.181760e-06
Xin-She Yang,Random,7,5.077181e-07
Xin-She Yang,Random,8,2.053608e-06
Xin-She Yang,Random,9,5.291179e-06
Xin-She Yang,Random,10,1.137653e-05
Xin-She Yang,Random,11,5.030032e-06
Xin-She Yang,Random,12,4.703788e-06
Xin-She Yang,Random,13,7.536605e-06
Xin-She Yang,Random,14,2.196883e-06
Xin-She Yang,Random,15,6.472254e-07
Xin-She Yang,Random,16,3.570711e-06
Xin-She Yang,Random,17,1.299845e-05
Xin-She Yang,Random,18,2.402698e-06
Xin-She Yang,Random,19,4.286169e-06
Xin-She Yang,Random,20,1.278434e-06
Xin-She Yang,Random,21,2.050061e-06
Xin-She Yang,Random,22,1.150115e-06
Xin-She Yang,Random,23,2.684508e-07
Xin-She Yang,Random,24,2.573294e-06
Xin-She Yang,Random,25,5.226548e-06
Xin-She Yang,Random,26,6.040404e-06
Xin-She Yang,Random,27,2.679130e-06
Xin-She Yang,Random,28,6.920920e-07
Xin-She Yang,Random,29,1.586074e-06
Xin-She Yang,Random,30,2.239917e-06
Xin-She Yang,PSO,1,1.071896e-11
Xin-She Yang,PSO,2,2.356763e-11
Xin-She Yang,PSO,3,9.283528e-12
Xin-She Yang,PSO,4,7.704532e-12
Xin-She Yang,PSO,5,8.290711e-12
Xin-She Yang,PSO,6,6.517074e-12
Xin-She Yang,PSO,7,1.045226e-11
Xin-She Yang,PSO,8,8.728979e-12
Xin-She Yang,PSO,9,7.148293e-12
Xin-She Yang,PSO,10,1.120769e-11
Xin-She Yang,PSO,11,8.384631e-12
Xin-She Yang,PSO,12,9.585844e-12
Xin-She Yang,PSO,13,6.322544e-12
Xin-She Yang,PSO,14,6.033291e-12
Xin-She Yang,PSO,15,2.224021e-11
Xin-She Yang,PSO,16,2.134944e-11
Xin-She Yang,PSO,17,6.341863e-12
Xin-She Yang,PSO,18,1.060832e-11
Xin-She Yang,PSO,19,7.920984e-12
Xin-She Yang,PSO,20,9.829636e-12
Xin-She Yang,PSO,21,8.581376e-12
Xin-She Yang,PSO,22,7.313409e-12
Xin-She Yang,PSO,23,1.550585e-11
Xin-She Yang,PSO,24,1.091369e-11
Xin-She Yang,PSO,25,2.987495e-11
Xin-She Yang,PSO,26,7.461444e-12
Xin-She Yang,PSO,27,6.634102e-12
Xin-She Yang,PSO,28,7.685211e-12
Xin-She Yang,PSO,29,7.152547e-12
Xin-She Yang,PSO,30,6.607493e-12
Xin-She Yang,GWO,1,2.982035e-08
Xin-She Yang,GWO,2,4.901413e-10
Xin-She Yang,GWO,3,2.478482e-08
Xin-She Yang,GWO,4,1.812699e-09
Xin-She Yang,GWO,5,5.149020e-08
Xin-She Yang,GWO,6,4.264527e-09
Xin-She Yang,GWO,7,6.902628e-09
Xin-She Yang,GWO,8,4.415752e-08
Xin-She Yang,GWO,9,5.589224e-08
Xin-She Yang,GWO,10,1.534250e-09
Xin-She Yang,GWO,11,2.656219e-11
Xin-She Yang,GWO,12,2.244354e-08
Xin-She Yang,GWO,13,6.821603e-09
Xin-She Yang,GWO,14,1.284540e-10
Xin-She Yang,GWO,15,4.475157e-10
Xin-She Yang,GWO,16,5.506630e-11
Xin-She Yang,GWO,17,1.452744e-08
Xin-She Yang,GWO,18,1.755559e-08
Xin-She Yang,GWO,19,1.594551e-07
Xin-She Yang,GWO,20,2.750928e-08
Xin-She Yang,GWO,21,8.453192e-08
Xin-She Yang,GWO,22,7.211319e-09
Xin-She Yang,GWO,23,5.762393e-10
Xin-She Yang,GWO,24,1.361321e-08
Xin-She Yang,GWO,25,2.375238e-09
Xin-She Yang,GWO,26,3.049652e-09
Xin-She Yang,GWO,27,8.911677e-10
Xin-She Yang,GWO,28,2.118699e-10
Xin-She Yang,GWO,29,5.889499e-08
Xin-She Yang,GWO,30,1.871461e-10
Xin-She Yang,WOA,1,3.518058e-12
Xin-She Yang,WOA,2,3.551521e-12
Xin-She Yang,WOA,3,3.602609e-12
Xin-She Yang,WOA,4,5.745302e-12
Xin-She Yang,WOA,5,7.774924e-12
Xin-She Yang,WOA,6,4.453349e-12
Xin-She Yang,WOA,7,3.619046e-12
Xin-She Yang,WOA,8,3.809069e-12
Xin-She Yang,WOA,9,3.517354e-12
Xin-She Yang,WOA,10,3.523651e-12
Xin-She Yang,WOA,11,3.751902e-12
Xin-She Yang,WOA,12,3.659018e-12
Xin-She Yang,WOA,13,3.753132e-12
Xin-She Yang,WOA,14,6.147994e-12
Xin-She Yang,WOA,15,4.560879e-12
Xin-She Yang,WOA,16,3.653486e-12
Xin-She Yang,WOA,17,6.775862e-12
Xin-She Yang,WOA,18,3.512706e-12
Xin-She Yang,WOA,19,3.796763e-12
Xin-She Yang,WOA,20,3.644997e-12
Xin-She Yang,WOA,21,4.282235e-12
Xin-She Yang,WOA,22,5.410590e-12
Xin-She Yang,WOA,23,3.518314e-12
Xin-She Yang,WOA,24,3.650606e-12
Xin-She Yang,WOA,25,3.849883e-12
Xin-She Yang,WOA,26,3.531666e-12
Xin-She Yang,WOA,27,3.772187e-12
Xin-She Yang,WOA,28,3.880991e-12
Xin-She Yang,WOA,29,3.515673e-12
Xin-She Yang,WOA,30,3.985735e-12
Xin-She Yang,CBO,1,6.764755e-07
Xin-She Yang,CBO,2,3.674462e-06
Xin-She Yang,CBO,3,5.451277e-06
Xin-She Yang,CBO,4,4.005767e-06
Xin-She Yang,CBO,5,6.575222e-06
Xin-She Yang,CBO,6,8.683071e-06
Xin-She Yang,CBO,7,1.857562e-05
Xin-She Yang,CBO,8,2.989826e-04
Xin-She Yang,CBO,9,3.690185e-05
Xin-She Yang,CBO,10,6.678909e-06
Xin-She Yang,CBO,11,6.168516e-05
Xin-She Yang,CBO,12,1.005613e-05
Xin-She Yang,CBO,13,4.406783e-06
Xin-She Yang,CBO,14,3.250309e-06
Xin-She Yang,CBO,15,9.507682e-06
Xin-She Yang,CBO,16,6.204711e-05
Xin-She Yang,CBO,17,1.355193e-05
Xin-She Yang,CBO,18,9.475287e-05
Xin-She Yang,CBO,19,2.788361e-06
Xin-She Yang,CBO,20,1.493289e-06
Xin-She Yang,CBO,21,5.357306e-06
Xin-She Yang,CBO,22,1.705034e-05
Xin-She Yang,CBO,23,5.960825e-07
Xin-She Yang,CBO,24,1.499949e-06
Xin-She Yang,CBO,25,8.004603e-06
Xin-She Yang,CBO,26,1.686929e-06
Xin-She Yang,CBO,27,4.580819e-07
Xin-She Yang,CBO,28,1.602334e-05
Xin-She Yang,CBO,29,5.087328e-04
Xin-She Yang,CBO,30,5.750657e-05
Xin-She Yang,ICBO,1,2.438630e-06
Xin-She Yang,ICBO,2,7.851531e-06
Xin-She Yang,ICBO,3,1.545234e-05
Xin-She Yang,ICBO,4,6.838004e-06
Xin-She Yang,ICBO,5,8.508851e-06
Xin-She Yang,ICBO,6,3.441025e-06
Xin-She Yang,ICBO,7,4.733322e-06
Xin-She Yang,ICBO,8,3.167473e-07
Xin-She Yang,ICBO,9,1.172506e-05
Xin-She Yang,ICBO,10,2.539889e-06
Xin-She Yang,ICBO,11,1.822482e-06
Xin-She Yang,ICBO,12,2.135025e-06
Xin-She Yang,ICBO,13,1.477790e-05
Xin-She Yang,ICBO,14,1.063430e-05
Xin-She Yang,ICBO,15,2.589192e-06
Xin-She Yang,ICBO,16,4.544656e-06
Xin-She Yang,ICBO,17,5.747420e-07
Xin-She Yang,ICBO,18,2.347366e-06
Xin-She Yang,ICBO,19,3.923668e-07
Xin-She Yang,ICBO,20,1.591672e-06
Xin-She Yang,ICBO,21,1.742789e-06
Xin-She Yang,ICBO,22,3.119315e-05
Xin-She Yang,ICBO,23,1.917780e-06
Xin-She Yang,ICBO,24,3.192852e-05
Xin-She Yang,ICBO,25,1.130602e-06
Xin-She Yang,ICBO,26,2.506653e-06
Xin-She Yang,ICBO,27,1.150913e-05
Xin-She Yang,ICBO,28,3.096551e-06
Xin-She Yang,ICBO,29,1.359833e-04
Xin-She Yang,ICBO,30,1.004002e-06
Xin-She Yang,ICBO-Enhanced,1,5.208753e-12
Xin-She Yang,ICBO-Enhanced,2,7.085436e-12
Xin-She Yang,ICBO-Enhanced,3,5.266724e-12
Xin-She Yang,ICBO-Enhanced,4,4.346079e-12
Xin-She Yang,ICBO-Enhanced,5,9.267485e-12
Xin-She Yang,ICBO-Enhanced,6,1.178413e-11
Xin-She Yang,ICBO-Enhanced,7,5.833776e-12
Xin-She Yang,ICBO-Enhanced,8,3.800092e-12
Xin-She Yang,ICBO-Enhanced,9,5.908653e-12
Xin-She Yang,ICBO-Enhanced,10,1.108350e-11
Xin-She Yang,ICBO-Enhanced,11,6.686874e-12
Xin-She Yang,ICBO-Enhanced,12,7.211056e-12
Xin-She Yang,ICBO-Enhanced,13,5.050986e-12
Xin-She Yang,ICBO-Enhanced,14,6.110231e-12
Xin-She Yang,ICBO-Enhanced,15,7.331995e-12
Xin-She Yang,ICBO-Enhanced,16,9.464200e-12
Xin-She Yang,ICBO-Enhanced,17,6.948193e-12
Xin-She Yang,ICBO-Enhanced,18,4.450512e-12
Xin-She Yang,ICBO-Enhanced,19,8.813189e-12
Xin-She Yang,ICBO-Enhanced,20,6.922391e-12
Xin-She Yang,ICBO-Enhanced,21,5.831922e-12
Xin-She Yang,ICBO-Enhanced,22,4.885618e-12
Xin-She Yang,ICBO-Enhanced,23,6.501235e-12
Xin-She Yang,ICBO-Enhanced,24,1.058799e-11
Xin-She Yang,ICBO-Enhanced,25,7.658166e-12
Xin-She Yang,ICBO-Enhanced,26,8.886547e-12
Xin-She Yang,ICBO-Enhanced,27,5.749364e-12
Xin-She Yang,ICBO-Enhanced,28,5.432687e-12
Xin-She Yang,ICBO-Enhanced,29,5.960993e-12
Xin-She Yang,ICBO-Enhanced,30,6.646093e-12
Xin-She Yang,EDCBO-Fixed,1,9.176061e-12
Xin-She Yang,EDCBO-Fixed,2,5.416036e-12
Xin-She Yang,EDCBO-Fixed,3,1.261199e-11
Xin-She Yang,EDCBO-Fixed,4,8.383467e-12
Xin-She Yang,EDCBO-Fixed,5,1.000952e-11
Xin-She Yang,EDCBO-Fixed,6,5.747931e-12
Xin-She Yang,EDCBO-Fixed,7,7.818676e-12
Xin-She Yang,EDCBO-Fixed,8,8.733275e-12
Xin-She Yang,EDCBO-Fixed,9,7.905667e-12
Xin-She Yang,EDCBO-Fixed,10,8.008677e-12
Xin-She Yang,EDCBO-Fixed,11,9.481263e-12
Xin-She Yang,EDCBO-Fixed,12,5.688453e-12
Xin-She Yang,EDCBO-Fixed,13,7.173098e-12
Xin-She Yang,EDCBO-Fixed,14,7.815112e-12
Xin-She Yang,EDCBO-Fixed,15,8.961052e-12
Xin-She Yang,EDCBO-Fixed,16,1.278231e-11
Xin-She Yang,EDCBO-Fixed,17,7.517794e-12
Xin-She Yang,EDCBO-Fixed,18,7.648855e-12
Xin-She Yang,EDCBO-Fixed,19,7.893712e-12
Xin-She Yang,EDCBO-Fixed,20,9.882826e-12
Xin-She Yang,EDCBO-Fixed,21,9.229810e-12
Xin-She Yang,EDCBO-Fixed,22,8.682454e-12
Xin-She Yang,EDCBO-Fixed,23,9.063034e-12
Xin-She Yang,EDCBO-Fixed,24,9.497533e-12
Xin-She Yang,EDCBO-Fixed,25,1.324087e-11
Xin-She Yang,EDCBO-Fixed,26,8.505491e-12
Xin-She Yang,EDCBO-Fixed,27,8.802898e-12
Xin-She Yang,EDCBO-Fixed,28,7.323354e-12
Xin-She Yang,EDCBO-Fixed,29,1.093917e-11
Xin-She Yang,EDCBO-Fixed,30,4.764303e-12
HappyCat,Random,1,1.202111e+00
HappyCat,Random,2,1.043479e+00
HappyCat,Random,3,1.197381e+00
HappyCat,Random,4,1.091431e+00
HappyCat,Random,5,1.113332e+00
HappyCat,Random,6,1.148037e+00
HappyCat,Random,7,1.191057e+00
HappyCat,Random,8,1.142910e+00
HappyCat,Random,9,1.122942e+00
HappyCat,Random,10,1.067722e+00
HappyCat,Random,11,1.317209e+00
HappyCat,Random,12,1.078933e+00
HappyCat,Random,13,1.188122e+00
HappyCat,Random,14,1.278935e+00
HappyCat,Random,15,1.100081e+00
HappyCat,Random,16,1.170248e+00
HappyCat,Random,17,1.243400e+00
HappyCat,Random,18,1.211751e+00
HappyCat,Random,19,1.264640e+00
HappyCat,Random,20,1.272924e+00
HappyCat,Random,21,1.218662e+00
HappyCat,Random,22,1.009457e+00
HappyCat,Random,23,1.189191e+00
HappyCat,Random,24,1.139770e+00
HappyCat,Random,25,1.249963e+00
HappyCat,Random,26,1.166352e+00
HappyCat,Random,27,1.161008e+00
HappyCat,Random,28,1.166322e+00
HappyCat,Random,29,1.181680e+00
HappyCat,Random,30,1.100939e+00
HappyCat,PSO,1,3.370617e-01
HappyCat,PSO,2,5.494015e-01
HappyCat,PSO,3,3.441805e-01
HappyCat,PSO,4,3.188570e-01
HappyCat,PSO,5,3.875756e-01
HappyCat,PSO,6,4.005271e-01
HappyCat,PSO,7,3.407579e-01
HappyCat,PSO,8,6.905717e-01
HappyCat,PSO,9,4.523733e-01
HappyCat,PSO,10,6.309200e-01
HappyCat,PSO,11,4.091879e-01
HappyCat,PSO,12,5.202136e-01
HappyCat,PSO,13,2.776392e-01
HappyCat,PSO,14,7.119316e-01
HappyCat,PSO,15,4.258174e-01
HappyCat,PSO,16,4.176240e-01
HappyCat,PSO,17,5.531314e-01
HappyCat,PSO,18,3.173452e-01
HappyCat,PSO,19,3.313315e-01
HappyCat,PSO,20,6.244029e-01
HappyCat,PSO,21,4.825295e-01
HappyCat,PSO,22,3.821581e-01
HappyCat,PSO,23,7.981660e-01
HappyCat,PSO,24,5.665215e-01
HappyCat,PSO,25,5.080142e-01
HappyCat,PSO,26,4.608669e-01
HappyCat,PSO,27,5.548199e-01
HappyCat,PSO,28,7.748286e-01
HappyCat,PSO,29,3.684025e-01
HappyCat,PSO,30,5.047167e-01
HappyCat,GWO,1,6.985737e-01
HappyCat,GWO,2,7.270596e-01
HappyCat,GWO,3,6.929474e-01
HappyCat,GWO,4,6.461451e-01
HappyCat,GWO,5,7.233502e-01
HappyCat,GWO,6,6.689107e-01
HappyCat,GWO,7,7.007862e-01
HappyCat,GWO,8,6.096388e-01
HappyCat,GWO,9,5.690033e-01
HappyCat,GWO,10,6.140779e-01
HappyCat,GWO,11,7.353786e-01
HappyCat,GWO,12,6.124103e-01
HappyCat,GWO,13,5.483490e-01
HappyCat,GWO,14,6.007580e-01
HappyCat,GWO,15,6.568558e-01
HappyCat,GWO,16,7.015296e-01
HappyCat,GWO,17,8.591744e-01
HappyCat,GWO,18,8.554305e-01
HappyCat,GWO,19,8.168510e-01
HappyCat,GWO,20,7.710277e-01
HappyCat,GWO,21,5.718801e-01
HappyCat,GWO,22,5.175381e-01
HappyCat,GWO,23,6.457000e-01
HappyCat,GWO,24,6.859946e-01
HappyCat,GWO,25,6.951638e-01
HappyCat,GWO,26,7.502074e-01
HappyCat,GWO,27,6.615377e-01
HappyCat,GWO,28,9.437005e-01
HappyCat,GWO,29,7.354289e-01
HappyCat,GWO,30,8.118891e-01
HappyCat,WOA,1,7.404725e-01
HappyCat,WOA,2,4.001922e-01
HappyCat,WOA,3,4.268958e-01
HappyCat,WOA,4,4.898187e-01
HappyCat,WOA,5,5.372743e-01
HappyCat,WOA,6,5.592129e-01
HappyCat,WOA,7,5.908354e-01
HappyCat,WOA,8,5.582937e-01
HappyCat,WOA,9,5.174708e-01
HappyCat,WOA,10,4.671711e-01
HappyCat,WOA,11,5.605644e-01
HappyCat,WOA,12,3.508718e-01
HappyCat,WOA,13,4.715477e-01
HappyCat,WOA,14,4.629435e-01
HappyCat,WOA,15,5.101953e-01
HappyCat,WOA,16,6.530356e-01
HappyCat,WOA,17,4.995317e-01
HappyCat,WOA,18,4.330993e-01
HappyCat,WOA,19,5.945271e-01
HappyCat,WOA,20,6.413563e-01
HappyCat,WOA,21,3.947072e-01
HappyCat,WOA,22,5.456200e-01
HappyCat,WOA,23,4.756184e-01
HappyCat,WOA,24,4.092069e-01
HappyCat,WOA,25,4.898633e-01
HappyCat,WOA,26,4.433714e-01
HappyCat,WOA,27,6.918114e-01
HappyCat,WOA,28,6.493815e-01
HappyCat,WOA,29,4.124636e-01
HappyCat,WOA,30,5.251943e-01
HappyCat,CBO,1,1.743184e+00
HappyCat,CBO,2,1.807522e+00
HappyCat,CBO,3,1.692069e+00
HappyCat,CBO,4,1.442637e+00
HappyCat,CBO,5,1.796922e+00
HappyCat,CBO,6,1.769583e+00
HappyCat,CBO,7,1.469826e+00
HappyCat,CBO,8,1.535994e+00
HappyCat,CBO,9,1.338466e+00
HappyCat,CBO,10,1.393458e+00
HappyCat,CBO,11,1.650294e+00
HappyCat,CBO,12,1.161088e+00
HappyCat,CBO,13,1.656575e+00
HappyCat,CBO,14,1.629099e+00
HappyCat,CBO,15,1.067260e+00
HappyCat,CBO,16,1.820635e+00
HappyCat,CBO,17,1.363771e+00
HappyCat,CBO,18,1.665833e+00
HappyCat,CBO,19,1.405429e+00
HappyCat,CBO,20,1.672642e+00
HappyCat,CBO,21,1.580654e+00
HappyCat,CBO,22,1.970630e+00
HappyCat,CBO,23,1.442051e+00
HappyCat,CBO,24,1.610820e+00
HappyCat,CBO,25,1.403530e+00
HappyCat,CBO,26,1.911694e+00
HappyCat,CBO,27,1.421155e+00
HappyCat,CBO,28,1.191804e+00
HappyCat,CBO,29,1.697415e+00
HappyCat,CBO,30,1.581640e+00
HappyCat,ICBO,1,1.371420e+00
HappyCat,ICBO,2,1.590142e+00
HappyCat,ICBO,3,1.144647e+00
HappyCat,ICBO,4,1.547311e+00
HappyCat,ICBO,5,1.575356e+00
HappyCat,ICBO,6,1.287619e+00
HappyCat,ICBO,7,1.194853e+00
HappyCat,ICBO,8,1.481492e+00
HappyCat,ICBO,9,1.683974e+00
HappyCat,ICBO,10,1.168149e+00
HappyCat,ICBO,11,1.657823e+00
HappyCat,ICBO,12,1.407319e+00
HappyCat,ICBO,13,1.604405e+00
HappyCat,ICBO,14,1.750354e+00
HappyCat,ICBO,15,1.134779e+00
HappyCat,ICBO,16,1.375291e+00
HappyCat,ICBO,17,8.659430e-01
HappyCat,ICBO,18,1.792767e+00
HappyCat,ICBO,19,1.281642e+00
HappyCat,ICBO,20,1.172454e+00
HappyCat,ICBO,21,1.580654e+00
HappyCat,ICBO,22,1.709350e+00
HappyCat,ICBO,23,1.316470e+00
HappyCat,ICBO,24,1.169099e+00
HappyCat,ICBO,25,1.482061e+00
HappyCat,ICBO,26,1.510738e+00
HappyCat,ICBO,27,1.680861e+00
HappyCat,ICBO,28,1.677652e+00
HappyCat,ICBO,29,1.467551e+00
HappyCat,ICBO,30,1.526662e+00
HappyCat,ICBO-Enhanced,1,1.142065e+00
HappyCat,ICBO-Enhanced,2,1.301330e+00
HappyCat,ICBO-Enhanced,3,1.316964e+00
HappyCat,ICBO-Enhanced,4,1.144177e+00
HappyCat,ICBO-Enhanced,5,1.212928e+00
HappyCat,ICBO-Enhanced,6,1.316062e+00
HappyCat,ICBO-Enhanced,7,1.110733e+00
HappyCat,ICBO-Enhanced,8,1.471627e+00
HappyCat,ICBO-Enhanced,9,1.260585e+00
HappyCat,ICBO-Enhanced,10,1.399186e+00
HappyCat,ICBO-Enhanced,11,7.777484e-01
HappyCat,ICBO-Enhanced,12,1.069037e+00
HappyCat,ICBO-Enhanced,13,1.420457e+00
HappyCat,ICBO-Enhanced,14,1.182005e+00
HappyCat,ICBO-Enhanced,15,1.195226e+00
HappyCat,ICBO-Enhanced,16,1.184728e+00
HappyCat,ICBO-Enhanced,17,1.268361e+00
HappyCat,ICBO-Enhanced,18,1.198608e+00
HappyCat,ICBO-Enhanced,19,1.372093e+00
HappyCat,ICBO-Enhanced,20,1.309804e+00
HappyCat,ICBO-Enhanced,21,1.216354e+00
HappyCat,ICBO-Enhanced,22,9.204220e-01
HappyCat,ICBO-Enhanced,23,1.358813e+00
HappyCat,ICBO-Enhanced,24,1.214224e+00
HappyCat,ICBO-Enhanced,25,9.994709e-01
HappyCat,ICBO-Enhanced,26,1.225041e+00
